Genus
Armatocereus
Armenoprunus
Arnaldoa
Arnhemia
Arnica
Arnicastrum
Arnicratea
Arnocrinum
Arnoglossum
Arnoldoschultzea
Arnoseris
Aronia
Arquita
Arracacia
Arrhenatherum
Arrhenechthites
Arrojadoa
Arrojadocharis
Arrowsmithia
Artabotrys
Artedia
Artemisia
Artemisiella
Artemisiopsis
Arthragrostis
Arthraxon
Arthrocereus
Arthroclianthus
Arthropodium
Arthropogon
Arthropteris
Arthrostemma
Arthrostylidium
Artia
Artocarpus
Arum
Aruncus
Arundinaria
Arundinella
Arundo
Arundoclaytonia
Arytera
Asanthus
Asarum
Ascarina
Aschistanthera
Asciadium
Ascidiogyne
Asclepias
Asemeia
Ashtonia
Asimina
Asketanthera
Aspalathus
Asparagus
Aspera
Asphodeline
Asphodelus
Aspicarpa
Aspidistra
Aspidocarya
Aspidoglossum
Aspidonepsis
Aspidopterys
Aspidostemon
Aspidotis
Aspilia
Asplundianthus
Astelia
Astephanus
Aster
Asteranthe
Asteranthera
Asteranthos
Asteriscium
Asteriscus
Asterogyne
Asterohyptis
Asterolasia
Asteropsis
Asteropyrum
Asterostemma
Asterothamnus
Asterotrichion
Asthenochloa
Astianthus
Astiella
Astiria
Astomaea
Astracantha
Astraea
Astragalus
Astranthium
Astrantia
Astrebla
Astripomoea
Astrocalyx
Astrocaryum
Astrocasia
Astrococcus
Astroferocactus
Astroloba
Astronia
Astronidium
Astronium
Astrophytum
Astrotricha
Astrotrichilia
Astroworthia
Astydamia
Asyneuma
Asystasia
Azadirachta
Azalea
Azanza
Azara
Azilia
Azorella
Azorina
Aztecaster
Aztekium
Atadinus
Atalaya
Atalopteris
Atamisquea
Ataxipteris
Ateleia
Atemnosiphon
Athamanta
Athanasia
Atherandra
Atherosperma
Athrixia
Athroisma
Athroostachys
Athrophyllum
Athrotaxis
Athyana
Athyriopsis
Athyrium
Atractantha
Atractogyne
Atractylis
Atractylodes
Atrichantha
Atrichodendron
Atrichoseris
Atropa
Atropanthe
Atroxima
Attalea
Attilaea
Atuna
Atylosia
Aubletella
Aubletiana
Aubregrinia
Aubrevillea
Aucoumea
Aucuba
Audouinia
Auerodendron
Augouardia
Augusta
Aulacocalyx
Aulacospermum
Aulandra
Aulonemia
Aulotandra
Auranticarpa
Aureliana
Australluma
Australopyrum
Austrobaileya
Austrobrickellia
Austrobryonia
Austrobuxus
Austrocactus
Austrocedrus
Austrochloris
Austrocritonia
Austrocylindropuntia
Austroderia
Austrodolichos
Austroeupatorium
Austrogramme
Austrolycopodium
Austromatthaea
Austromyrtus
Austropeucedanum
Austrosteenisia
Austrostipa
Austrosynotis
Austrotaxus
Autranella
Autumnalia
Avellanita
Avellinia
Avena
Avenella
Avenula
Averrhoa
Averrhoidium
Axinaea
Axinandra
Axiniphyllum
Axonopus
Ayapana
Ayapanopsis
Ayenia
Aylacophora
Babingtonia
Baccaurea
Baccharis
Bachmannia
Bactris
Badiera
Badilloa
Badula
Badusa
Baeometra
Baeriopsis
Bafodeya
Bafutia
Bagassa
Baharuia
Bahia
Bahianthus
Bahiella
Bahiopsis
Baijiania
Baikiaea
Baileya
Baileyoxylon
Baillonella
Baillonia
Baissea
Bajacalia
Bakeridesia
Balaka
Balakata
Balangue
Balanops
Balbisia
Balduina
Balfourodendron
Balgoya
Baliospermum
Balizia
Ballota
Balls-headleya
Ballyanthus
Balmea
Balonga
Balsamocarpon
Balsamocitrus
Balsamorhiza
Balthasaria
Baltimora
Bambekea
Bambusa
Banara
Banisteriopsis
Baphia
Baphiastrum
Baphiopsis
Baptisia
Baptorhachis
Barbacenia
Barbaceniopsis
Barbeya
Barbieria
Barcella
Barjonia
Barkleyanthus
Barklya
Barleria
Barnadesia
Barnardia
Barnebya
Barnebydendron
Barneoudia
Barnhartia
Baronia
Baroniella
Barringtonia
Barroetea
Barrosoa
Barteria
Barthea
Barthlottia
Bartholomaea
Bartlettia
Bartlettina
Bartonia
Basananthe
Basedowia
Baseonema
Bashania
Basilicum
Basisperma
Bassecoia
Basselinia
Bastardiastrum
Bastardiopsis
Batesanthus
Batesia
Batesimalva
Bathiorhamnus
Bathysa
Batocarpus
Batopedina
Batopilasia
Baudouinia
Bauera
Bauhinia
Bayabusua
Baynesia
Beaucarnea
Beaumontia
Beautempsia
Bebbia
Beccarianthus
Beccarinda
Beccariophoenix
Beckmannia
Beckwithia
Bedfordia
Beesia
Begonia
Beguea
Behaimia
Behnia
Behuria
Beilschmiedia
Beirnaertia
Beiselia
Bejaranoa
Belencita
Bellardiochloa
Bellevalia
Bellida
Bellidastrum
Bellis
Bellium
Belloa
Bellonia
Bellucia
Belonophora
Bemangidia
Bembicia
Bencomia
Benguellia
Benincasa
Benitoa
Benkara
Bennettiodendron
Benoistia
Benzonia
Benthamiella
Bentinckia
Bentleya
Bequaertia
Berardia
Berberis
Berchemia
Berchemiella
Berenice
Bergbambos
Bergerocactus
Berghesia
Berkheya
Berlandiera
Bernardia
Bernoullia
Berroa
Berrya
Bersama
Berzelia
Bertholletia
Bertiera
Bertolonia
Bertya
Beruladium
Berylsimpsonia
Beschorneria
Besleria
Bessera
Bethencourtia
Betonica
Bewsia
Beyeria
Bhesa
Bhidea
Bia
Biancaea
Bicuiba
Bidens
Biebersteinia
Bielzia
Bifora
Bigelowia
Bignonia
Bikkia
Bilacunaria
Billardiera
Billburttia
Billia
Billieturnera
Billolivia
Biondia
Biophytum
Bischofia
Biserrula
Bisglaziovia
Bisgoeppertia
Bishopalea
Bishopanthus
Bishopiella
Bishovia
Bismarckia
Bizonula
Bituminaria
Bivinia
Bixa
Blachia
Blackstonia
Blainvillea
Blakea
Blakeanthus
Blakiella
Blanchetia
Blanchetiodendron
Blandfordia
Blastania
Blastus
Blechnopsis
Blechnum
Bleekrodea
Blennosperma
Blepharandra
Blepharidachne
Blepharidium
Blepharipappus
Blepharis
Blepharispermum
Blepharizonia
Blepharocalyx
Blepharocarya
Blepharodon
Blephilia
Blighia
Blighiopsis
Blinkworthia
Blomia
Bloomeria
Blossfeldia
Blotiella
Blumeodendron
Blumeopsis
Blyttia
Bobartia
Bobea
Bocagea
Bocageopsis
Bocoa
Bocquillonia
Boea
Boeberastrum
Boeberoides
Boeica
Boelckea
Boenninghausenia
Boerlagea
Boerlagella
Boesenbergia
Boholia
Bolandia
Bolanosa
Bolax
Bolbitis
Bolbostemma
Boltonia
Bolusafra
Bolusanthus
Bolusia
Bomarea
Bombax
Bombycidendron
Bombycilaena
Bommeria
Bonamia
Bonania
Bonannia
Bonellia
Bonetiella
Bongardia
Bonia
Boniodendron
Bonnetia
Bonplandia
Bontia
Bonyunia
Boophone
Boopis
Boquila
Borassodendron
Borassus
Bordasia
Borismene
Borkersia
Borneocola
Borneodendron
Borneosicyos
Boronia
Borreria
Borrichia
Borzicactus
Borya
Boschia
Boscia
Bosistoa
Bosqueiopsis
Bossera
Bossiaea
Boswellia
Bothriochloa
Bothriocline
Bothriospora
Botryarrhena
Botrychium
Botryophora
Bottegoa
Boucerosia
Bouchardatia
Bouchea
Bouchetia
Bouea
Bourreria
Bousigonia
Bouzetia
Bouteloua
Boutiquea
Bouvardia
Bowdichia
Bowenia
Bowiea
Bowkeria
Bowlesia
Bowringia
Boyania
Brachanthemum
Brachiaria
Brachionostylum
Brachistus
Brachyachne
Brachycereus
Brachychiton
Brachychloa
Brachyclados
Brachycome
Brachycylix
Brachyelytrum
Brachyglottis
Brachyhelus
Brachylaena
Brachylophon
Brachynema
Brachyotum
Brachypodium
Brachyscias
Brachyscome
Brachysiphon
Brachysola
Brachystelma
Brachythrix
Brachytome
Bradea
Brahea
Brainea
Brandegea
Brandzeia
Brasilicereus
Brasiliocroton
Brassaiopsis
Brassiantha
Brassiophoenix
Brazoria
Brazzeia
Bravaisia
Bredemeyera
Bredia
Bremeria
Brenandendron
Brenania
Brenierea
Breonadia
Breonia
Bretschneidera
Breviea
Brexia
Brexiella
Breynia
Brickellia
Brickelliastrum
Bridelia
Bridgesia
Briggopithandra
Briggsiopsis
Brighamia
Brimeura
Briquetia
Briza
Brocchia
Brochoneura
Brodiaea
Brodriguesia
Brombya
Bromofestuca
Bromuniola
Bromus
Brongniartia
Bronwenia
Brosimum
Broussonetia
Browallia
Browneopsis
Browningia
Brownlowia
Brucea
Brugmansia
Bruinsmia
Brunellia
Brunia
Brunsvigia
Bruxanelia
Brya
Bryantiella
Bryaspis
Brylkinia
Bryocarpum
Bryomorphe
Bryonia
Buchanania
Buchenavia
Buchholzia
Buchloe
Buchnerodendron
Buckollia
Bucquetia
Buddleja
Buergersiochloa
Bulbine
Bulbinella
Bullockia
Bunchosia
Bungarimba
Bunium
Buphthalmum
Bupleurum
Burasaia
Burbidgea
Burchardia
Burchellia
Burckella
Burdachia
Burkartia
Burkea
Burkillanthus
Burkilliodendron
Burmannia
Burmeistera
Burretiodendron
Burretiokentia
Bursaria
Bursera
Burtonia
Burttia
Bussea
Butea
Butia
Butyagrus
Buxus
Byrsanthus
Byrsonima
Byrsophyllum
Bystropogon
Byttneria
Caamembeca
Caatinganthus
Cabralea
Cabreraea
Cabreriella
Cacalia
Cacaliopsis
Cachrys
Cacosmia
Cadaba
Cadellia
Cadia
Cadiscus
Caesalpinia
Caesia
Caesulia
Cailliella
Cajanus
Caladium
Calamagrostis
Calamaria
Calamintha
Calammophila
Calamphoreus
Calamus
Calanthea
Calantica
Calanticaria
Calathodes
Calatola
Calaunia
Calcareoboea
Calceolaria
Calcicola
Calciphila
Caldcluvia
Calea
Calendula
Calibrachoa
Calicharis
Calicotome
California
Caliphruria
Callaeum
Callerya
Calliandra
Calliandropsis
Callianthe
Callianthemoides
Callianthemum
Callicarpa
Callicephalus
Callichilia
Callichlamys
Callicoma
Callilepis
Callipeltis
Calliphysalis
Callirhoe
Callistephus
Callisthene
Callitris
Calobota
Calocedrus
Calocephalus
Calochlaena
Calochone
Calocrater
Calodecaryia
Calodendrum
Caloncoba
Calophaca
Calophyllum
Calopogonium
Calostemma
Calostephane
Calotesta
Calotis
Calotropis
Calpocalyx
Calpurnia
Calvoa
Calycadenia
Calycanthus
Calycera
Calycobolus
Calycocarpum
Calycogonium
Calycolpus
Calycopeplus
Calycophyllum
Calycophysum
Calycorectes
Calycoseris
Calycosia
Calycosiphonia
Calyculogygas
Calydorea
Calymmanthium
Calymmodon
Calyptochloa
Calyptostylis
Calyptraemalva
Calyptranthera
Calyptranthes
Calyptrion
Calyptrocalyx
Calyptrogenia
Calyptrogyne
Calyptronoma
Calyptrosciadium
Calystegia
Camarea
Camaridium
Camassia
Cambajuva
Cambessedesia
Camellia
Cameraria
Camissonia
Camissoniopsis
Camoensia
Camonea
Campanula
Campestigma
Campimia
Campnosperma
Campomanesia
Campovassouria
Campsiandra
Campsidium
Campsis
Camptacra
Camptandra
Camptocarpus
Camptodium
Camptolepis
Camptoloma
Camptorrhiza
Camptosema
Camptosorus
Camptostemon
Camptostylus
Camptotheca
Campuloclinium
Campylopetalum
Campylosiphon
Campylostachys
Campylostemon
Campylotropis
Campynema
Campynemanthe
Canadanthus
Cananga
Canaria
Canarina
Canarium
Canastra
Canavalia
Cancrinia
Cancriniella
Candolleodendron
Canella
Canephora
Canna
Cannabis
Cannaboides
Canotia
Canscorinella
Canthium
Cantinoa
Cantleya
Cantua
Capelio
Capeochloa
Caperonia
Caphexandra
Capillipedium
Capirona
Capitanopsis
Capnophyllum
Capparicordis
Capparidastrum
Capsicophysalis
Capsicum
Capurodendron
Capuronia
Capuronianthus
Caracasia
Caragana
Caraipa
Carajasia
Carallia
Caralluma
Carapa
Carapichea
Cardenasiodendron
Cardiochlamys
Cardiocrinum
Cardiomanes
Cardiopetalum
Cardiopteris
Cardiospermum
Cardopatium
Carduncellus
Carduus
Careya
Carica
Cariniana
Carissa
Carlemannia
Carlesia
Carlina
Carlowrightia
Carlquistia
Carmichaelia
Carminatia
Carnegiea
Carnegieodoxa
Carolus
Caropsis
Carpacoce
Carpentaria
Carpenteria
Carpesium
Carphalea
Carphephorus
Carphochaete
Carpodetus
Carpodiptera
Carpolobia
Carpotroche
Carpoxylon
Carramboa
Carrierea
Carrissoa
Carronia
Carruthersia
Carterella
Carthamus
Cartrema
Carum
Carvalhoa
Caryocar
Caryodaphnopsis
Caryodendron
Caryomene
Caryopteris
Caryota
Casasia
Cascabela
Cascaronia
Casearia
Casimirella
Casimiroa
Cassebeera
Casselia
Cassia
Cassine
Cassinia
Cassinopsis
Castanospermum
Castanospora
Castela
Castellanosia
Castellia
Castenedia
Castilla
Castratella
Castrilanthemum
Catabrosella
Catalepis
Catalpa
Catamixis
Catananche
Catanthera
Catapodium
Catatia
Catesbaea
Catha
Catharanthus
Cathariostachys
Cathayanthe
Cathedra
Cathormion
Catocoryne
Catoferia
Catolesia
Catophractes
Catostemma
Catunaregam
Caucalis
Caucanthus
Caucasalia
Caudanthera
Caulokaempferia
Caulophyllum
Causonis
Cautleya
Cavacoa
Cavalcantia
Cavanillesia
Cavea
Caxamarca
Cayaponia
Cayratia
Ceanothus
Cearanthes
Cecropia
Cedrela
Cedrelinga
Cedrella
Cedrelopsis
Cedronella
Ceiba
Celastrus
Celianella
Celiantha
Celmisia
Celtis
Cenchrus
Cenocentrum
Cenolophium
Cenostigma
Centaurea
Centaurium
Centaurodendron
Centauropsis
Centaurothamnus
Centella
Centipeda
Centotheca
Centradenia
Centradeniastrum
Centratherum
Centrolobium
Centromadia
Centronia
Centropappus
Centroplacus
Centropodia
Centropogon
Centrosema
Centrosolenia
Cephalanthus
Cephalaralia
Cephalaria
Cephalipterum
Cephalocereus
Cephalocroton
Cephalocrotonopsis
Cephalohibiscus
Cephalomanes
Cephalomappa
Cephalopappus
Cephalopentandra
Cephalopodum
Cephalorrhynchus
Cephalosphaera
Cephalostachyum
Cephalostemon
Cephalotaxus
Ceradenia
Cerasolouiseania
Cerasus
Ceratiosicyos
Ceratocephala
Ceratocephalus
Ceratogyne
Ceratonia
Ceratopetalum
Ceratopyxis
Ceratosanthes
Ceratozamia
Cerbera
Cerberiopsis
Cercidiphyllum
Cercidium
Cercis
Ceriscoides
Ceropegia
Cerosora
Ceroxylon
Ceruana
Cestrum
Ceuthocarpus
Ceuthostoma
Chacoa
Chadsia
Chaenactis
Chaenomeles
Chaenostoma
Chaerophyllopsis
Chaerophyllum
Chaetachme
Chaetadelpha
Chaetanthera
Chaetium
Chaetobromus
Chaetocalyx
Chaetocarpus
Chaetolepis
Chaetopappa
Chaetopoa
Chaetosciadium
Chaetoseris
Chaetostachydium
Chaetostoma
Chaetymenia
Chaiturus
Chalema
Chalepophyllum
Chalybea
Chamaebatiaria
Chamaebivia
Chamaecactus
Chamaecallis
Chamaecereopsis
Chamaechaenactis
Chamaecladodia
Chamaeclitandra
Chamaecostus
Chamaecrista
Chamaecyparis
Chamaecytisus
Chamaedorea
Chamaegeron
Chamaelirium
Chamaelopsis
Chamaemeles
Chamaemelum
Chamaepentas
Chamaepus
Chamaeraphis
Chamaerhodos
Chamaerops
Chamaesaracha
Chamaesciadium
Chamaescilla
Chamaesium
Chamaezicactus
Chamaexeros
Chamarea
Chambeyronia
Chamguava
chamomilla
Championia
Chamygmaeocereus
Chandrasekharania
Changiostyrax
Changium
Chapelieria
Chapmannia
Chaptalia
Charadranaetes
Charadrophila
Chardinia
Charianthus
Chascanum
Chascolytrum
Chascotheca
Chasechloa
Chasmanthe
Chasmanthera
Chasmanthium
Chasmopodium
Chassalia
Chazaliella
Chaunochiton
Chautemsia
Chayamaritia
Cheilanthes
Cheilanthopsis
Cheiloclinium
Cheilocostus
Cheiloplecton
Cheilosa
Cheilosoria
Cheiranthera
Cheirodendron
Cheirolaena
Cheirolophus
Chelonanthus
Chelone
Chelonopsis
Chelyocarpus
Chengiopanax
Chenopodiopsis
Chersodoma
Chesneya
Chevalierella
Chevreulia
Cheyniana
Chiangiodendron
Chickrassia
Chidlowia
Chieniodendron
Chihuahuana
Chikusichloa
Chiliadenus
Chiliocephalum
Chiliophyllum
Chiliotrichiopsis
Chiliotrichum
Chilocarpus
Chilopsis
Chimaerochloa
Chimantaea
Chimarrhis
Chimonanthus
Chimonobambusa
Chimonocalamus
Chingia
Chiococca
Chionachne
Chionanthus
Chione
Chionochloa
Chionographis
Chionolaena
Chionopappus
Chiranthodendron
Chiranthomontodendron
Chironia
Chiropetalum
Chisocheton
Chlaenandra
Chlaenosciadium
Chlamydocarya
Chlamydogramme
Chlamydojatropha
Chlamydophora
Chlidanthus
Chloanthes
Chloracantha
Chloranthus
Chloris
Chlorocalymma
Chlorocardium
Chlorocarpa
Chlorocyathus
Chlorogalum
Chloroleucon
Chlorophytum
Chloroxylon
Choerospondias
Choisya
Chomelia
Chondrilla
Chondrodendron
Chondrostylis
Chondrosum
Chonemorpha
Chonocentrum
Chonopetalum
Choriceras
Chorilaena
Chorisandrachne
Chorisepalum
Choristylis
Choritaenia
Chouxia
Chresta
Chrismatopteris
Christella
Christensenia
Christia
Christiana
Christianella
Christopheria
Chromolaena
Chromolepis
Chromolucuma
Chronopappus
Chrysactinia
Chrysactinium
Chrysanthellum
Chrysanthemoides
Chrysanthemum
